,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_0
20040,25090,280,1,1,1,60,-1,2,2,-2,-1,-1,495,109,-780,-1170,1473,558,4,390,0,3033,558,1320,1
20041,25091,400,1,1,1,66,0,0,0,0,0,0,279579,258070,77910,61440,44590,12270,10700,47000,1500,0,0,0,0
20042,25092,300,1,1,1,55,0,0,0,0,0,0,127480,130168,134080,126996,127820,130325,4810,6164,6069,4425,4412,4123,0
20043,25094,280,1,1,1,39,-1,-1,-1,-1,-1,-1,1585,6416,16387,2967,1087,2644,6416,16387,2981,2644,2644,820,0
20044,25095,400,1,3,2,63,-1,-1,-1,-1,0,0,52332,42898,26096,396988,348029,173170,42898,26099,397092,7864,3785,0,0
20045,25097,20,1,3,2,53,-1,0,-1,-1,-1,-1,13561,13050,390,18280,2880,1600,1105,390,18280,2880,1600,0,1
20046,25098,50,1,3,1,55,0,0,-2,-2,-2,-2,30900,0,0,0,0,0,0,0,0,0,0,0,1
20047,25099,480,1,1,1,66,-1,-1,-1,-1,-1,-1,3820,4665,5367,21222,9083,84804,4665,5473,21284,9088,84804,6285,0
20048,25100,360,1,5,1,50,1,-2,-2,-2,-2,-2,4767,-233,-233,-233,-233,-233,0,0,0,0,0,0,0
20049,25101,110,1,3,1,51,-1,-1,-1,0,0,0,2132,1946,27162,26693,25243,23783,1946,27162,2000,812,799,933,0
20050,25102,150,1,1,1,51,0,0,0,0,0,0,149640,146178,133811,122606,107726,1200,6000,3857,12000,20000,0,14500,0
20051,25103,50,1,2,1,54,2,2,2,2,0,0,49264,50310,50782,49335,50133,51071,2500,1900,0,1937,2224,2148,1
20052,25104,200,1,1,1,54,0,0,-2,-2,-2,-2,205150,0,0,0,0,0,0,0,0,0,0,0,0
20053,25105,110,1,2,1,49,0,0,0,0,0,0,106264,107417,108803,82231,25687,27266,4400,3600,4138,1000,2000,2000,0
20054,25106,100,1,1,1,55,0,0,0,0,0,0,10712,18135,31498,17158,18758,17168,8000,2000,4000,2000,3000,0,0
20055,25107,20,1,1,2,50,0,0,0,-1,-1,-1,11462,9804,1436,363,363,-417,1212,1000,400,0,0,2000,0
20056,25108,30,1,2,1,50,0,0,0,0,0,0,28796,25881,28654,29049,27256,27864,1609,5000,3000,3000,3198,2000,0
20057,25109,230,1,2,1,60,0,0,0,0,0,0,131550,132114,133281,123958,124474,120570,6057,4845,4291,4115,4274,4054,0
20058,25110,50,1,3,1,50,2,0,0,0,0,0,8917,10080,11106,12109,12206,13915,1468,1494,1497,594,2066,0,1
20059,25111,30,1,3,2,53,0,0,0,-2,-2,-2,24181,16829,0,0,0,0,3000,0,0,0,0,0,0
20060,25112,50,1,3,1,55,-1,-1,-1,0,0,0,1344,780,13032,14292,16698,15436,1200,13032,1500,3000,554,2000,0
20061,25113,130,1,3,1,51,0,0,0,0,0,0,124626,121645,125789,128159,123121,123323,4500,6100,6000,5000,4600,5000,0
20062,25114,50,1,2,1,57,0,0,0,0,0,0,46540,48520,47875,48110,18576,15339,2770,2100,1300,700,1000,1000,0
20063,25115,360,1,1,1,58,-1,-1,2,2,-2,-2,1,612,223,-166,-555,-944,1001,1,1,1,1,1,1
20064,25116,50,1,2,1,56,0,0,0,0,0,0,28358,25278,24713,22379,18943,15464,1416,1471,1147,531,464,451,0
20065,25117,150,1,1,1,54,-2,-1,-1,-2,-2,-2,4015,499,-948,-1580,316,316,501,632,0,1896,316,782,1
20066,25119,500,1,1,1,51,-1,-1,-1,-1,-1,0,8030,13156,12724,12873,24010,27089,13156,12724,12873,24010,15000,20000,0
20067,25121,350,1,1,1,50,0,0,0,0,0,0,93676,91832,88719,87968,84596,82785,3240,5006,4014,3010,3043,5003,0
20068,25122,160,1,1,1,51,2,0,0,0,2,2,150,1380,1481,2623,2457,4912,1230,1331,2473,0,2500,0,1
20069,25123,220,1,2,1,50,-2,-2,-2,2,2,-1,0,200,200,200,11326,43100,200,0,0,11326,43100,4257,0
20070,25124,500,1,5,1,53,0,0,0,0,0,0,431243,415022,421996,426103,125218,126650,11000,12602,11000,4711,6000,11000,0
20071,25125,460,1,1,1,51,-1,-1,-1,-1,0,-1,1637,-196,4594,1517,1517,1306,0,4790,1517,0,1306,0,0
20072,25126,50,1,1,1,50,-1,2,-1,-1,-1,-1,780,390,390,390,390,780,0,390,390,390,780,0,0
20073,25127,740,1,1,1,50,0,0,0,0,0,0,321279,316083,317219,296560,285912,268257,13000,13200,11000,10000,10000,15000,0
20074,25128,50,1,3,1,50,-1,-1,-1,-1,-1,-1,7056,2840,1413,2890,4715,1262,2840,1413,2890,4715,1262,5483,0
20075,25129,290,1,1,1,51,0,0,0,0,0,0,225478,225603,216488,152892,150051,146287,10026,10006,7000,5000,5200,5500,0
20076,25130,320,1,1,2,57,0,0,0,0,0,0,234704,242324,241384,156047,153955,133407,11000,12000,7500,6200,4600,5000,0
20077,25131,420,1,1,1,52,-1,-1,-1,-1,-1,-1,11097,16106,10703,14534,20631,17641,16106,10703,14540,20631,17641,11748,0
20078,25132,500,1,3,1,50,-1,-1,-1,-1,-1,-1,339,2744,4402,339,339,339,2744,4402,339,339,339,0,0
20079,25133,450,1,1,1,52,0,0,0,0,0,0,388009,393535,403891,415193,145198,138389,15000,16701,20101,7000,5750,10000,0
20080,25134,120,1,1,1,54,-2,-2,-2,-2,-2,-2,0,0,0,7000,0,0,0,0,7000,0,0,0,0
20081,25136,250,1,3,1,56,-1,-1,-1,-1,-1,-1,6297,8636,17038,5169,12818,2328,8657,23744,5169,14008,2328,17285,0
20082,25138,260,1,3,2,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,4012,0
20083,25139,20,1,2,1,52,0,-1,-1,-1,-1,-1,1912,2760,2430,850,2430,2530,2768,2430,850,2430,2530,1570,0
20084,25140,220,1,3,1,63,-2,-2,-2,-2,-2,-2,1293,494,1379,-1,272,1628,496,1385,0,273,1636,531,0
20085,25141,90,1,1,1,61,0,0,0,0,0,0,46441,46896,47463,45812,41367,40278,1762,1875,1500,1400,1500,1258,0
20086,25143,300,1,3,1,72,-1,-1,-1,-1,-1,2,4984,752,3737,1433,5522,3233,756,3753,1433,5522,0,27232,0
20087,25144,30,1,3,1,56,1,7,6,5,4,3,30826,30384,29656,28914,28172,27444,0,0,0,0,0,0,1
20088,25146,300,1,3,1,56,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20089,25147,500,1,1,1,54,2,2,2,0,0,0,518950,539418,519267,518741,516139,514975,39000,0,19000,19000,18000,15000,1
20090,25148,170,2,2,2,37,-1,-1,0,0,0,0,1499,53705,110465,110503,110776,111080,53705,60000,3908,4000,4010,5510,0
20091,25149,150,2,3,2,28,0,0,0,0,0,0,100623,101593,101886,101441,100829,101913,4700,4000,4032,3410,4000,3665,0
20092,25150,360,2,2,2,25,-1,-1,-1,-1,-1,-1,20952,12590,3479,3435,8870,2020,12590,3479,3446,8870,2020,27043,0
20093,25151,70,2,2,1,46,0,0,0,0,0,0,70349,70068,71318,59665,29510,26738,2600,3700,2600,1200,1200,1000,0
20094,25152,350,2,1,1,33,-2,-2,-2,-2,-2,-2,6016,4322,5568,9571,6370,9674,4348,5596,9632,6402,9722,24086,0
20095,25153,50,2,3,1,27,0,0,0,0,0,0,29875,30336,26635,20367,15640,12269,4506,2000,2066,611,500,370,0
20096,25154,50,2,2,1,27,1,2,2,2,2,2,20293,21657,23012,23338,23658,23139,2000,2000,1000,1000,0,1500,1
20097,25157,30,2,3,1,23,0,0,0,0,0,0,26117,27028,27510,27817,28130,27141,1737,1609,1306,1455,857,1087,0
20098,25159,30,2,2,2,22,1,2,2,-1,2,2,22623,3019,-341,1129,1470,339,10,0,1470,341,0,12324,1
20099,25161,80,2,1,2,29,2,2,2,2,2,2,41355,40395,43231,42236,44924,44072,0,3800,0,3400,0,3816,1
20100,25162,40,2,1,2,27,0,0,0,0,0,0,9663,10696,11855,13424,14018,14493,1200,1337,1906,1500,475,0,0
20101,25164,60,2,3,2,41,0,0,0,0,0,0,56309,58369,59237,59851,32002,32388,3000,2400,1812,3200,2000,4000,0
20102,25165,250,2,2,2,28,-1,-1,-1,0,-1,-1,500,3344,2255,3183,2324,1657,3344,2255,1000,2324,1657,1416,0
20103,25166,60,2,2,2,25,0,0,0,0,0,0,50791,49748,49735,36840,30119,32446,1832,2500,2000,3000,3000,1200,0
20104,25169,30,2,2,2,22,0,0,2,0,0,0,27219,28987,27849,27451,24358,21192,3600,0,1400,487,424,0,0
20105,25170,50,2,3,2,23,0,0,4,3,2,2,44027,52067,50977,49839,50546,49628,8800,0,0,1800,0,3800,0
20106,25171,10,2,2,2,21,-1,-1,2,0,0,0,8126,8830,8898,9517,8505,4557,1668,1000,1000,170,0,0,0
20107,25172,50,2,1,2,22,0,0,0,0,0,0,8000,6881,8127,8763,8956,4224,1118,1364,1000,193,89,54,0
20108,25175,30,2,1,2,21,1,2,0,0,0,0,33300,30920,31889,30278,26220,29968,0,2326,11406,524,6284,598,1
20109,25176,50,2,2,1,22,1,1,2,2,2,2,44531,50863,49555,34644,28867,28983,7178,0,1656,944,967,1112,0
20110,25177,50,2,2,2,22,2,2,2,2,0,0,50583,50974,51688,50024,29381,28957,2300,3000,0,800,808,1200,0
20111,25178,50,2,3,1,22,1,4,3,2,0,0,20065,21044,20433,19799,19262,19124,1600,0,0,900,700,700,0
20112,25180,50,2,3,2,23,0,0,0,0,0,-1,32789,7006,8880,15088,-574,27529,1500,2000,6700,5000,28103,1032,0
20113,25181,50,2,2,2,23,1,3,2,0,0,0,7181,6908,5187,4643,3385,1839,0,0,1022,237,100,50,0
20114,25182,10,2,2,2,22,0,0,-1,-1,0,0,7828,8507,511,7696,8696,7660,1009,511,7696,1000,0,0,0
20115,25183,10,2,2,2,21,2,0,0,0,-1,-1,9917,8660,9756,8560,780,0,1400,1800,1300,800,0,1900,1
20116,25184,70,2,2,2,22,0,0,0,0,0,0,66007,57354,58204,58171,47135,44585,2057,2168,2000,2007,2000,2000,0
20117,25185,20,2,2,2,22,0,0,0,0,0,0,17377,18439,19117,11983,11626,1970,1360,1286,1000,987,39,0,0
20118,25186,30,2,2,2,22,2,2,2,2,2,0,26243,25523,28609,28945,28181,29329,0,3500,1100,0,1600,2500,0
20119,25187,30,2,1,2,22,0,0,0,0,0,0,22271,23273,23268,23100,23286,24804,1379,1454,1276,1286,1804,2000,0
20120,25188,50,2,3,2,23,0,0,0,0,0,0,29496,30504,30785,29405,26594,26732,1503,1493,1393,912,940,1000,0
20121,25189,100,2,2,1,22,0,0,0,0,0,0,100192,93394,43004,50196,79217,78771,3000,3000,8000,30000,3000,4000,0
20122,25190,30,2,2,2,23,0,0,0,0,0,0,22756,27348,28285,14729,12935,13333,5000,2000,2000,500,500,0,0
20123,25191,20,2,2,2,22,0,0,2,2,2,2,4400,4883,2829,3920,1997,1317,4500,0,1700,0,100,0,1
20124,25193,30,2,2,1,25,4,3,2,2,3,2,37695,35146,34637,34127,31641,31344,0,2000,2000,0,2000,0,0
20125,25194,30,2,2,2,23,2,0,0,0,0,0,27216,28420,27929,28920,27997,28378,3003,1482,1703,1001,1500,1845,1
20126,25195,30,2,2,2,23,0,0,0,0,0,0,23237,23874,26985,29497,29290,28693,10000,5000,3000,2000,3150,0,0
20127,25196,20,2,2,2,23,1,-1,2,0,0,0,16674,19162,18534,18304,18473,0,22362,0,8200,369,0,0,0
20128,25198,50,2,1,2,23,0,0,0,0,0,0,39787,28570,7545,8560,8730,8791,1600,1300,1300,460,350,480,0
20129,25199,80,2,2,1,23,0,0,0,0,0,-2,54600,56379,55875,7552,0,0,3300,2640,1056,0,0,0,0
20130,25201,10,2,2,2,22,2,0,0,0,0,0,7568,8580,8944,8985,9301,9365,1300,1300,1300,602,350,500,0
20131,25202,30,2,2,2,23,0,0,0,0,0,0,20059,21061,22092,23104,23420,24045,1641,1672,1684,1000,1000,1000,1
20132,25203,20,2,1,2,24,-1,-1,-1,-2,-2,-2,1908,1278,0,0,0,0,1405,0,0,0,0,0,0
20133,25204,30,2,2,1,22,0,-1,-1,-1,-1,-1,3118,2411,1260,1179,-101,890,2414,1260,1181,101,991,579,0
20134,25206,30,2,1,1,23,0,0,0,0,0,0,20340,21400,22428,23747,24154,25808,1400,1374,1693,1100,2200,0,0
20135,25207,110,2,2,2,23,-1,-1,-1,-1,-1,0,541,541,541,941,6993,37264,541,541,941,6993,31229,8426,0
20136,25208,30,2,2,2,23,0,0,0,0,0,2,11284,12294,13320,14031,15593,15201,1503,1529,1240,1802,0,707,0
20137,25209,80,2,2,2,23,0,0,0,0,0,0,51980,36668,39291,43476,46115,42129,6670,5000,5002,4003,3000,3002,0
20138,25210,20,2,1,2,23,0,0,0,0,0,0,17849,15356,17146,16319,15687,16948,2000,2080,2000,600,1500,1000,0
20139,25211,170,2,3,1,23,0,0,0,0,0,0,28615,26410,27654,25211,22682,21787,1446,1690,1208,462,1787,497,0
20140,25213,30,2,2,2,23,-1,-1,2,-1,0,0,1434,4925,390,15736,15525,0,6021,0,15736,1000,0,0,0
20141,25214,50,2,1,2,23,0,0,0,0,0,0,49711,50820,41981,2888,2640,2140,2019,2564,1000,0,500,6859,0
20142,25215,200,2,2,1,29,1,-2,-1,-1,-1,-1,0,0,900,900,900,900,0,900,900,900,900,900,0
20143,25216,30,2,1,2,23,0,0,0,0,0,0,14544,15597,16641,17659,18066,18775,1300,1300,1300,700,1000,1000,1
20144,25217,90,2,2,2,23,0,0,0,0,0,0,11333,11944,7832,7204,6724,7965,4234,6000,3000,3010,5000,3000,0
20145,25218,50,2,2,2,24,0,0,0,0,0,0,53159,50465,50744,41232,14459,17225,2000,2097,2224,1000,3000,633,0
20146,25219,50,2,1,2,23,0,0,0,0,0,0,40111,41380,25865,26568,27249,27665,2252,1737,1440,1121,1004,1013,0
20147,25220,150,2,2,2,24,1,2,0,0,0,0,65542,28311,23978,17853,34527,28277,0,2145,10000,22000,3000,5093,0
20148,25221,10,2,1,2,24,1,2,0,0,2,2,6779,6524,7559,9564,9264,9862,0,1300,2300,0,900,500,0
20149,25222,130,2,3,2,24,0,0,0,0,0,0,114466,106911,106971,57434,58593,60504,4600,4500,2802,2050,2800,2300,1
20150,25223,70,2,2,2,23,-1,-1,-1,-1,0,0,312,1823,326,6598,6405,7248,1837,326,6598,227,1270,1296,0
20151,25224,40,2,1,2,23,-1,2,2,2,2,2,14310,13788,16345,16531,16467,16061,0,3100,750,500,0,1500,0
20152,25225,200,2,2,2,24,0,0,0,0,0,0,52143,53186,55929,194441,146190,141550,1910,3600,141000,5100,5200,5100,0
20153,25228,90,2,1,2,24,0,0,0,0,0,0,53173,19825,20840,21023,20776,21055,1324,1339,1638,890,763,769,0
20154,25229,30,2,2,2,24,0,0,0,0,0,0,27170,27448,27238,27012,26762,25900,2500,2000,2000,1916,1000,1100,0
20155,25231,30,2,1,2,24,0,0,0,0,0,0,21540,22236,23574,24583,24915,25280,1358,1696,1705,1037,915,929,0
20156,25232,230,2,2,2,24,-1,-1,-1,-2,-1,0,1993,2360,0,0,4135,814,2360,0,0,4135,0,2294,1
20157,25233,50,2,2,2,24,-1,-1,-1,-1,0,-1,1572,1572,1572,6561,5091,353,1572,1572,6561,102,353,27000,0
20158,25234,80,2,2,2,25,0,0,2,2,2,0,36841,39645,40713,41153,40036,40778,3900,2000,1575,0,1700,3700,1
20159,25235,130,2,2,2,25,0,0,0,0,0,0,128976,131763,128300,89007,90126,98665,7100,6000,4200,3500,10000,0,0
20160,25236,150,2,1,2,25,-1,-1,-1,2,2,-2,2784,0,594,594,0,0,0,594,0,0,0,0,1
20161,25237,80,2,3,1,25,-2,-2,-1,-1,-2,-2,3377,3377,3476,3377,3377,5062,3377,3476,3377,3377,5062,3387,0
20162,25238,140,2,2,2,26,0,0,0,0,0,2,131335,128760,118310,120719,126470,124342,5864,5756,5868,9275,0,4712,0
20163,25239,150,2,1,2,26,0,0,0,0,-1,-1,38580,38168,37775,36390,390,390,2000,3473,1000,390,390,390,0
20164,25240,50,2,2,2,24,0,0,0,0,0,0,50870,49831,47162,47696,36476,32654,1985,2316,1850,1500,1200,5196,0
20165,25241,80,2,1,2,26,0,0,0,0,0,0,62536,61478,55760,15029,13809,13597,3000,2000,5000,3000,1000,44000,0
20166,25242,130,2,2,2,25,0,0,2,0,0,0,45134,52180,49874,52000,53590,54606,9000,0,5000,4000,3000,3500,0
20167,25244,140,2,2,2,24,2,2,2,0,0,0,38661,42699,41739,43730,45687,46796,5000,0,3000,3000,2000,4093,1
20168,25245,30,2,1,2,25,-1,-1,0,0,0,0,640,29013,27731,28177,20722,0,30013,2000,1232,1000,0,0,0
20169,25246,500,2,2,2,25,0,0,0,0,0,0,37797,35510,26463,23503,23918,23937,3050,1543,1215,3717,14014,12042,0
20170,25247,270,2,2,2,25,0,0,0,0,0,0,38525,39492,33898,35272,37201,31447,2000,2000,2000,2408,1500,2013,0
20171,25248,60,2,2,2,23,1,2,0,0,0,0,59866,58114,25127,21111,15892,16762,0,3761,1600,881,900,852,0
20172,25249,120,2,2,2,23,3,2,2,5,5,4,1250,1250,1250,1250,1250,650,0,0,0,0,0,0,0
20173,25250,130,2,2,2,24,0,0,0,0,0,0,35871,36873,37927,38993,39628,42136,1900,1950,2000,1580,3310,0,0
20174,25251,30,2,2,2,25,1,2,2,0,0,-1,30937,32627,31827,32080,30890,990,2500,0,1200,0,990,8721,0
20175,25252,290,2,2,2,25,0,0,0,0,0,0,57445,57025,46484,36232,32149,24004,2000,1800,1400,1000,1000,1000,0
20176,25255,210,2,3,2,25,0,0,0,0,0,0,118408,120176,118191,104908,95946,118796,8600,5000,4000,3000,29066,5000,1
20177,25257,60,2,2,2,23,0,0,0,2,0,0,22241,22719,25585,24053,17154,19316,2000,4000,0,2000,3000,0,0
20178,25258,50,2,3,1,23,2,0,0,0,0,0,32847,29705,15445,16782,16960,17208,1941,1263,1600,754,671,831,1
20179,25259,80,2,1,2,23,-1,-1,-1,-1,-1,-1,740,8956,836,836,836,836,9052,836,836,836,836,3590,0
20180,25260,50,2,2,2,24,2,2,2,2,2,2,41500,39938,41688,45625,45907,44662,0,2700,4960,1700,0,3000,1
20181,25261,90,2,2,2,23,1,3,2,0,0,0,39772,38836,36654,32747,33091,33291,0,15,1831,1175,1338,1216,0
20182,25263,50,2,1,2,23,2,0,0,0,0,0,49316,49061,47209,47471,21571,19005,4044,2138,1400,431,380,772,1
20183,25264,20,2,2,2,23,0,0,0,0,0,0,13291,14366,15430,16367,16794,17323,1600,1600,1500,700,800,1000,0
20184,25265,150,2,2,2,23,0,0,0,0,0,0,167317,166596,165990,161285,156749,151863,10000,10000,6000,6000,5500,5500,0
20185,25266,110,2,2,2,24,0,0,0,0,0,0,98843,92820,78232,69426,70987,75835,3200,3500,3000,3500,7000,3000,0
20186,25267,140,2,2,2,24,-1,-1,-1,-2,-1,0,22732,6624,-514,-1334,2125,1606,6624,0,0,3731,0,0,0
20187,25268,30,2,2,2,25,0,0,0,0,0,0,30523,30554,30593,30619,29146,29823,2000,2000,1700,1200,1300,1300,0
20188,25269,120,2,2,1,25,0,0,0,0,0,0,52109,43007,33481,28563,24065,2802,1565,3194,1200,6206,0,310,0
20189,25270,80,2,2,2,25,0,0,0,0,0,0,77440,78418,78015,79571,80121,77304,3500,3000,3500,3000,3000,3000,0
20190,25272,80,2,2,2,25,0,0,0,0,0,0,80115,77427,77657,70105,39751,14765,75004,3096,1887,1081,2044,0,0
20191,25273,50,2,2,1,25,0,-1,-1,-1,0,0,7444,326,326,15493,8210,8133,326,326,15493,284,371,652,0
20192,25274,30,2,2,2,22,0,0,0,0,0,0,29449,30308,26186,27698,28987,29568,1402,2000,2000,2000,2500,2000,0
20193,25275,80,2,3,2,22,0,0,0,-1,-1,0,23023,23480,0,780,23818,23917,2100,0,780,23818,1011,1000,0
20194,25276,30,2,2,2,23,0,0,0,0,0,0,28767,27567,28638,28818,29439,17685,1749,1820,1000,621,354,0,1
20195,25277,50,2,3,2,23,0,0,0,0,0,0,13385,11493,10236,7896,6211,23315,1200,1800,1000,1211,20000,3754,0
20196,25278,170,2,1,2,27,-1,0,0,0,0,0,41977,38895,39698,38330,39602,39922,1650,4500,4000,4000,3000,3000,0
20197,25279,80,2,3,2,27,0,0,0,0,0,0,54184,24393,25924,16558,17280,17652,1500,2000,1300,1000,650,1000,1
20198,25280,210,2,2,2,26,0,0,0,0,0,-1,15599,11684,2821,2935,1895,1078,1059,1069,1000,38,1078,1078,0
20199,25283,70,2,3,2,24,0,0,0,0,0,0,69039,68609,69217,69327,68582,68677,3000,4000,3200,3000,3000,3000,0
20200,25285,50,2,2,2,22,0,0,0,0,0,0,45417,45009,44639,52198,43181,31473,2000,2000,10052,2000,1136,2000,0
20201,25286,140,2,2,2,26,2,2,2,2,2,2,118425,120970,123141,124622,125865,128479,6000,5600,5000,4800,4800,4700,1
20202,25287,80,2,2,1,26,2,0,0,0,0,0,78768,79611,80770,53142,55064,28750,3500,4450,2249,1200,2400,1100,0
20203,25288,80,2,2,1,26,0,0,-1,-1,-1,-2,40216,10400,10935,2318,-711,-708,1400,10935,2324,707,3,45906,0
20204,25289,60,2,1,2,26,0,0,0,0,0,0,36604,35777,29836,30818,31314,30852,1765,1812,1794,1290,1268,1273,0
20205,25290,200,2,1,2,27,0,0,0,0,0,0,86192,67483,58112,23949,9270,4496,15186,10188,1074,209,112,2797,0
20206,25291,100,2,1,2,27,0,0,0,0,0,-1,19164,23828,25138,26499,26799,1150,5000,2000,2000,500,1150,0,0
20207,25292,100,2,1,2,26,0,0,0,0,0,0,81463,83098,63848,64692,66114,67396,4000,3000,2500,2500,2500,2600,0
20208,25293,80,2,2,2,26,0,0,0,0,0,0,77760,79248,120697,60989,41023,42663,3100,4700,4800,1200,3260,2000,1
20209,25294,70,2,2,2,22,0,0,0,0,0,0,72473,72189,71867,64534,33683,32857,3500,3427,3100,1200,1700,1307,0
20210,25295,80,2,2,2,24,0,0,0,-1,0,-1,19167,10192,7241,3261,6264,891,3000,2005,3261,3003,891,2070,0
20211,25296,60,2,2,2,24,0,0,0,0,0,0,50840,49592,44412,45402,35704,36524,2100,1847,1837,1139,1254,1387,0
20212,25299,80,2,1,2,24,2,0,0,0,0,0,79434,80246,80167,60201,47850,48698,3100,2650,2065,1850,1756,2100,1
20213,25300,30,2,2,2,23,0,0,0,0,0,0,24607,24430,23881,24234,24853,7814,1700,1600,1287,1296,500,1550,0
20214,25301,50,2,1,2,25,0,0,0,0,0,0,9162,9818,7161,8377,8789,8813,1500,2000,1500,1000,500,500,0
20215,25302,80,2,3,2,25,0,0,0,0,0,0,88786,86391,84871,81813,45094,38121,3200,4000,3000,1500,1500,1300,0
20216,25303,20,2,2,1,21,0,0,0,2,0,0,14326,15334,18206,17482,34862,14860,1252,3124,0,349,297,0,0
20217,25304,80,2,2,1,25,0,0,0,0,0,0,79029,76009,74908,41646,29297,30057,4000,3200,2230,1300,1410,1000,0
20218,25305,100,2,1,2,25,0,0,0,0,0,0,90976,93443,94192,95535,97945,93412,4000,3503,4000,4003,3500,3400,0
20219,25307,200,2,1,2,25,0,0,0,0,0,-2,183516,179534,134572,61450,-200,-200,6700,7000,3000,0,0,0,0
20220,25309,170,2,2,0,24,-1,0,0,0,0,0,44544,37432,38658,35458,30143,42215,2000,2165,2285,500,28500,2000,0
20221,25310,20,2,1,2,24,0,0,0,0,2,0,15451,16789,18203,19602,16121,15321,1600,2000,4000,0,1500,2000,1
20222,25311,230,2,1,2,25,0,0,0,0,0,0,35101,35695,11657,13258,12459,6886,5000,5000,3000,669,5000,19000,0
20223,25313,90,2,2,2,25,0,0,0,2,0,0,103541,100190,99522,89674,10874,0,5000,8500,0,217,0,10610,1
20224,25314,70,2,1,2,25,0,-1,-1,-1,-2,-2,5328,212,41069,-367,-367,-367,212,42000,0,0,0,0,0
20225,25315,50,2,1,2,25,0,0,0,0,0,0,44984,47217,47748,46987,47462,48104,3000,3000,2000,2000,1859,3000,0
20226,25316,120,2,2,2,26,0,0,0,0,0,0,34183,22431,12399,4199,3059,674,1700,1500,1000,682,0,0,0
20227,25317,50,2,3,2,26,2,2,2,2,2,2,33457,34504,35447,36061,36571,35850,1900,1800,1500,1400,0,3000,1
20228,25318,380,2,1,2,27,-2,-2,-2,-2,-2,-2,0,292,7352,3401,1042,4000,292,7352,3401,1042,4000,5000,0
20229,25319,140,2,1,2,27,1,-1,-1,-1,-2,-2,0,2051,446,0,0,0,2051,446,0,0,0,1593,1
20230,25320,200,2,2,2,27,0,0,0,0,0,0,157768,108932,110405,90226,88789,92188,6000,5000,10000,5000,5000,5000,0
20231,25321,60,2,2,2,26,0,0,0,0,0,-2,23911,25181,26513,7028,-1073,-1073,1668,2000,1500,0,0,22000,0
20232,25322,80,2,3,2,25,0,0,0,0,0,0,80804,81390,81700,79080,59873,60520,3000,3058,9013,2200,2200,2500,0
20233,25323,270,2,1,2,28,0,0,0,0,0,0,70587,70279,69339,67497,68446,69799,3015,3000,2500,2435,3000,4000,0
20234,25324,150,2,2,2,28,0,0,0,0,0,0,25639,16213,18075,19902,5331,9281,2000,2000,2000,1000,3950,0,0
20235,25325,260,2,3,2,27,0,0,0,0,0,0,106164,105133,100606,93022,61746,47819,3834,4523,3154,2025,1709,2011,0
20236,25326,200,2,5,1,27,0,0,0,0,0,0,185143,188678,191500,187835,139070,140171,7000,7512,7500,5100,5100,5500,0
20237,25328,200,2,2,1,29,1,2,0,0,0,2,57982,55005,54742,54401,42923,40365,0,2200,1671,3000,0,4600,0
20238,25329,200,2,3,2,29,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0
20239,25330,30,2,2,2,25,0,0,2,2,2,2,23657,26568,27456,27915,27185,28806,3300,1600,1200,0,2200,0,1
20240,25331,180,2,1,2,27,0,0,0,0,0,0,101395,101607,98186,59451,49956,50133,5000,3371,6940,2800,2000,2000,0
20241,25332,30,2,2,1,28,0,0,0,0,0,0,8704,9698,11022,12032,12134,12439,1300,1488,1498,600,500,750,0
20242,25333,520,2,1,2,28,-1,0,0,-1,0,0,34167,53319,25689,146903,150656,132050,40054,8011,151509,50263,59491,48326,0
20243,25334,80,2,3,2,28,-1,-1,-1,-1,-1,-1,1646,4830,4655,15403,5849,2046,4830,4655,17663,5852,2254,1467,0
20244,25335,120,2,3,1,28,0,0,0,0,0,0,57863,59456,57868,60790,50091,51113,5000,3588,10000,5000,5000,3000,0
20245,25336,360,2,1,2,27,-1,-1,-1,-1,-1,0,660,660,658,1095,4948,3861,663,661,1100,4953,19,1264,0
20246,25337,50,2,1,2,27,0,0,0,0,0,0,44402,44977,46546,46033,48656,41674,2000,3000,2400,3023,5000,0,0
20247,25339,30,2,2,2,24,0,0,0,0,0,0,23729,27889,29500,29639,27546,6718,10000,2061,1200,551,0,0,1
20248,25340,50,2,2,2,24,0,0,2,0,-1,0,16691,15412,12420,13156,28315,28908,3500,0,1329,29328,1049,1186,0
20249,25341,80,2,1,2,25,-2,-2,-2,-2,-2,-2,4932,2638,2940,2946,9606,2946,2638,2940,2946,9606,2946,3345,0
20250,25342,50,2,2,2,25,0,0,-1,-1,0,0,40114,22701,390,26898,26911,26926,1000,390,26898,1000,1000,1000,0
20251,25343,120,2,2,2,26,-1,-1,-1,-1,-1,-1,1682,1929,1682,1682,1682,1682,1929,1682,1682,1682,1682,1674,0
